length,width,height,weight,size,pixels,apple_chip,Mediatek-chip,Exynos-chip,Snapdragon-chip,Unisoc-chip,other-chip,number_of_cores,apple-gpu,Adreno-gpu,mali-gpu,PowerVR-gpu,IMG-gpu,other-gpu,internal_memory,ram,5g,module-no,image-resolution,ios,battery,battery-wat,price
159.3,74.0,8.4,180.0,6.4,411,0,1,0,0,0,0,8,0,0,1,0,0,0,64,4,0,4,64,0,5000,25.0,4889000
158.1,76.6,9.7,210.0,5.6,285,0,1,0,0,0,0,8,0,0,0,1,0,0,64,4,0,1,12,0,3100,20,12400000
165.1,75.7,9.1,198.0,6.5,270,0,0,0,0,1,0,8,0,0,1,0,0,0,64,4,0,3,48,0,5000,20,4075000
165.5,77.6,8.95,188.3,6.5,300,0,0,0,0,1,0,1,0,0,0,0,0,1,64,4,0,3,13,0,4000,20,2910000
160.5,74.5,8.3,178.8,5.5,409,0,1,0,0,0,0,8,0,0,1,0,0,0,128,6,1,4,64,0,5000,33.0,5555000
120.8,53.5,13.8,90.0,2.4,300,0,1,0,0,0,0,1,0,0,0,0,0,1,16,0.016,0,1,0,0,3220,20,949000
168.3,77.7,8.98,199.0,6.74,300,0,0,0,0,0,0,1,0,0,0,0,0,1,128,4,0,3,48,0,6000,2.5,4699000
169.6,76.6,8.3,190.0,6.71,268,0,0,0,1,0,0,8,0,1,0,0,0,0,64,4,1,2,50,0,5000,18.0,3795000
125.0,57.0,22.0,161.0,2.0,200,0,1,0,0,0,0,1,0,0,0,0,0,1,512,0.254,0,1,2,0,1300,20,1849000
162.3,77.3,9.6,198.0,6.53,395,0,0,0,1,0,0,8,0,1,0,0,0,0,128,4,0,4,48,0,6000,18.0,5120000
170.2,83.6,16.2,346.0,6.39,269,0,1,0,0,0,0,8,0,0,1,0,0,0,128,8,0,4,48,0,8500,33.0,11999000
100.0,50.0,20.0,94.2,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001,5,0,1,0,0,3220,20,719000
130.4,42.2,12.3,117.0,1.77,300,0,0,0,0,0,1,1,0,0,0,0,0,1,32,5,0,1,0,0,3220,20,799000
164.1,75.7,7.8,193.0,6.67,395,0,1,0,0,0,0,8,0,0,1,0,0,0,256,8,0,3,108,0,4500,45.0,10499000
75.9,9.2,6.5,200.0,6.51,270,0,0,0,0,1,0,8,0,0,0,0,1,0,32,2,0,2,13,0,5000,20,2650000
164.9,77.0,9.0,196.0,6.53,269,0,1,0,0,0,0,8,0,0,0,1,0,0,64,3,0,2,13,0,5000,10.0,3450000
164.9,75.1,8.5,188.0,5.5,269,0,0,0,1,0,0,8,0,1,0,0,0,0,64,4,0,3,13,0,3220,18.0,3699000
180.3,86.8,9.2,250.0,5.5,350,0,1,0,0,0,0,8,0,0,1,0,0,0,32,3,0,2,16,0,3220,10.0,2805000
157.9,74.0,8.9,120.0,6.09,282,0,0,0,0,1,0,8,0,0,0,1,0,0,64,4,0,3,13,0,3500,20,2759000
139.8,71.5,8.6,127.0,5.0,196,0,1,0,0,0,0,4,0,0,1,0,0,0,8,1,0,1,8,0,2000,20,1500000
146.5,70.94,8.35,144.0,5.45,295,0,1,0,0,0,0,8,0,0,0,1,0,0,32,2,1,1,8,0,3020,20,2085000
161.4,76.3,9.0,197.0,6.4,268,0,0,0,1,0,0,8,0,1,0,0,0,0,64,4,0,3,13,0,3220,15.0,3900000
162.0,75.5,8.9,181.0,6.5,405,0,1,0,0,0,0,8,0,0,1,0,0,0,128,4,0,4,50,0,5000,18.0,4725000
162.0,75.5,8.9,181.0,6.5,405,0,1,0,0,0,0,8,0,0,1,0,0,0,64,4,0,4,50,0,5000,18.0,4360000
161.5,75.6,7.8,200.0,6.7,394,0,0,1,0,0,0,8,0,0,1,0,0,0,128,8,1,3,64,0,4800,25.0,25680000
160.6,73.9,8.1,176.0,6.4,411,0,0,0,1,0,0,8,0,1,0,0,0,0,128,8,0,4,108,0,4500,50.0,7899000
160.5,74.5,8.3,178.8,6.4,409,0,1,0,0,0,0,8,0,0,1,0,0,0,64,6,1,4,64,0,5000,33.0,4848000
165.64,76.4,9.05,208.0,6.6,266,0,0,0,0,1,0,8,0,0,0,0,1,0,32,2,0,2,8,0,5000,20,2700000
158.9,76.1,8.4,170.0,5.99,403,0,0,0,1,0,0,8,0,1,0,0,0,0,64,4,0,1,13,0,3220,18.0,5199000
167.3,77.1,9.21,195.7,6.55,300,0,0,0,0,0,1,8,0,0,0,0,0,1,128,6,0,4,48,0,5000,20,4260000
167.0,77.4,8.9,190.0,6.55,268,0,0,0,0,0,0,8,0,0,0,1,1,0,128,4,0,4,16,0,4180,20,3399000
120.0,55.0,15.0,120.0,1.8,300,0,0,0,0,0,1,1,0,0,0,0,0,1,32,0.032,0,1,0,0,2500,20,485000
164.9,77.0,9.0,196.0,6.53,269,0,1,0,0,0,0,8,0,0,0,1,0,0,32,2,0,3,0,0,5000,10.0,3399000
165.2,76.4,8.9,190.0,6.52,269,0,0,0,0,1,0,8,0,0,0,0,1,0,32,2,0,1,8,0,5000,10.0,2635000
168.9,77.0,8.8,205.0,6.78,399,0,1,0,0,0,0,8,0,0,1,0,0,0,128,6,0,3,50,0,5000,18.0,4860000
167.0,81.4,15.5,310.0,6.22,270,0,1,0,0,0,0,8,0,0,1,0,0,0,128,8,1,4,48,0,6350,24.0,9999000
155.0,74.7,10.9,173.0,5.7,282,0,0,0,0,0,1,4,0,0,1,0,0,0,32,1,1,1,8,0,3000,20,1600000
160.0,74.2,8.7,192.0,6.55,402,0,0,0,1,0,0,8,0,1,0,0,0,0,256,12,0,3,0,0,3220,65.0,22500000
156.1,72.5,9.3,190.0,6.5,270,0,0,0,0,0,1,8,0,0,0,0,1,0,32,2,1,2,12,0,4000,10.0,2200000
162.0,78.0,13.0,220.0,5.5,293,0,1,0,0,0,0,4,0,0,0,1,0,0,32,3,0,1,13,0,2400,20,7700000
120.0,51.0,14.0,100.0,1.8,300,0,1,0,0,0,0,1,0,0,0,0,0,1,32,0.032,0,1,20,0,1150,20,339000
160.5,74.5,8.3,178.8,6.43,409,0,0,0,1,0,0,8,0,1,0,0,0,0,128,6,0,4,48,0,5000,33.0,6400000
164.0,75.4,7.9,175.0,6.53,269,0,1,0,0,0,0,8,0,0,0,1,0,0,32,3,0,3,13,0,4230,10.0,4000000
164.9,77.0,9.0,196.0,6.53,269,0,1,0,0,0,0,8,0,0,0,1,0,0,32,2,0,3,0,0,5000,10.0,3520000
153.5,71.9,8.5,173.8,6.09,286,0,0,0,1,0,0,8,0,1,0,0,0,0,128,4,0,1,48,0,4030,20,5050000
160.5,74.5,8.3,178.8,5.5,409,0,1,0,0,0,0,8,0,0,1,0,0,0,128,6,1,4,64,0,5000,33.0,6200000
171.8,78.0,8.9,207.0,6.81,263,0,1,0,0,0,0,8,0,0,0,1,0,0,32,2,0,2,13,0,6000,20,3050000
132.0,57.0,12.0,115.0,2.8,300,0,0,0,0,0,1,1,0,0,0,0,0,1,117,5,0,1,0,0,3220,20,499900
165.26,76.2,9.2,188.0,6.6,266,0,1,0,0,0,0,8,0,0,0,0,1,0,128,4,0,3,48,0,5000,20,3830000
160.9,74.3,8.7,182.0,6.4,411,0,0,0,1,0,0,8,0,1,0,0,0,0,128,8,0,4,64,0,4500,65.0,7180000
161.2,75.6,9.6,192.0,6.5,405,0,1,0,0,0,0,8,0,0,1,0,0,0,64,4,0,4,50,0,6000,18.0,4699900
160.0,51.0,10.0,100.0,1.8,300,0,1,0,0,0,0,1,0,0,0,0,0,1,28,5,0,1,20,0,1150,20,710000
164.1,75.7,7.8,193.0,6.67,395,0,1,0,0,0,0,8,0,0,1,0,0,0,128,8,0,3,64,0,4500,45.0,8160000
123.0,52.5,14.1,78.5,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,117,5,0,1,0.08,0,1000,20,330260
138.4,67.3,7.3,148.0,4.7,326,1,0,0,0,0,0,6,1,0,0,0,0,0,64,3,0,1,12,1,1821,18.0,13500000
111.0,52.0,15.5,97.0,1.8,114,0,0,0,0,0,1,1,0,0,0,0,0,1,512,5,0,1,0,0,800,20,1300000
160.5,74.5,8.3,178.8,6.43,409,0,1,0,0,0,0,8,0,0,1,0,0,0,128,6,0,4,64,0,5000,33.0,5580000
128.0,59.0,13.8,86.0,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,117,5,0,1,0,0,800,20,459000
160.0,51.0,10.0,80.0,1.8,300,0,1,0,0,0,0,1,0,0,0,0,0,1,28,5,0,1,20,0,800,20,870000
171.6,85.5,18.7,372.0,6.3,383,0,1,0,0,0,0,8,0,0,1,0,0,0,128,6,0,3,21,0,10000,20,8299000
161.0,74.1,8.4,189.0,6.55,402,0,0,0,1,0,0,8,0,1,0,0,0,0,256,12,1,4,0,0,4500,65.0,19800000
100.0,50.0,15.0,100.0,1.8,300,0,0,0,0,0,1,1,0,0,0,0,0,1,32,0.032,0,1,0,0,1000,20,580000
100.0,40.0,10.0,70.0,1.8,300,0,0,0,0,0,1,1,0,0,0,0,0,1,32,0,0,0,20,0,3220,20,316980
120.0,51.0,13.0,95.7,2.4,300,0,0,0,0,1,0,1,0,0,0,0,0,1,117,5,0,1,0,0,3220,20,489000
163.3,75.4,8.9,219.0,6.67,395,0,0,0,1,0,0,7,0,1,0,0,0,0,128,6,1,4,0,0,3220,30.0,15900000
163.8,75.0,7.8,175.0,6.58,401,0,1,0,0,0,0,8,0,0,1,0,0,0,128,8,1,3,50,0,4100,44.0,8197000
120.0,51.0,14.0,100.0,1.8,300,0,1,0,0,0,0,1,0,0,0,0,0,1,32,0.032,0,1,20,0,1150,20,322000
363.2,254.0,23.8,190.0,6.6,266,0,0,0,0,0,1,1,0,0,0,0,0,1,64,3,0,3,13,0,5000,20,3080000
164.2,75.9,9.1,196.0,6.5,270,0,0,0,1,0,0,8,0,1,0,0,0,0,64,4,0,3,13,0,3220,15.0,4185000
161.9,74.7,8.6,190.0,6.67,391,0,0,0,1,0,0,8,0,1,0,0,0,0,128,8,1,4,64,0,4300,66.0,7030000
165.5,77.6,8.95,120.0,6.26,294,0,0,0,0,1,0,8,0,0,0,1,0,0,64,3,0,4,13,0,4000,20,3200000
120.0,50.0,15.0,77.9,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,117,0.032,0,1,0,0,3220,20,459000
164.3,76.1,8.0,182.0,6.58,401,0,1,0,0,0,0,8,0,0,1,0,0,0,128,8,0,3,50,0,5000,18.0,6695000
161.2,77.3,9.1,199.0,6.53,395,0,1,0,0,0,0,8,0,0,1,0,0,0,128,4,0,3,48,0,5000,18.0,5500000
165.8,76.7,8.8,209.0,6.6,395,0,0,0,1,0,0,8,0,1,0,0,0,0,64,6,0,4,64,0,3220,30.0,6829000
168.5,80.7,14.1,300.0,6.18,403,0,0,0,0,0,0,8,0,0,1,0,0,0,128,4,0,2,0,0,3220,20,6999000
124.0,52.0,14.2,93.7,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,117,5,0,1,0.08,0,1200,20,324990
161.1,76.2,9.3,188.0,5.99,300,0,0,0,0,1,0,4,0,0,1,0,0,0,16,1,0,2,8,0,3000,20,1890000
120.0,55.0,18.0,120.0,1.8,300,0,0,0,0,0,1,1,0,0,0,0,0,1,32,0.032,0,1,0,0,2000,20,500000
171.82,77.96,8.9,210.0,6.82,300,0,0,0,0,0,0,8,0,0,0,1,0,0,128,4,0,2,13,0,3220,20,4150000
165.9,77.0,9.4,219.0,6.55,270,0,0,0,0,1,0,8,0,0,0,1,0,0,64,4,0,3,13,0,5100,20,3059000
158.2,79.4,14.1,238.0,5.5,195,0,0,0,0,0,1,4,0,0,0,0,1,0,32,3,0,2,8,0,3220,20,3899000
135.0,127.0,5.4,93.0,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,0.004,0.004,0,1,0,0,3220,20,416000
113.4,47.6,14.1,70.0,1.8,300,0,0,0,0,0,1,1,0,0,0,0,0,1,32,0.032,0,1,0,0,3220,20,355000
110.0,41.0,15.0,80.0,1.8,300,0,1,0,0,0,0,1,0,0,0,0,0,1,32,0.032,0,0,0,0,1150,20,333000
164.6,81.2,16.8,323.0,6.1,276,0,1,0,0,0,0,8,0,0,1,0,0,0,128,6,0,4,13,0,8500,25.0,7499000
156.2,79.2,13.2,242.0,5.0,441,0,1,0,0,0,0,8,0,0,1,0,0,0,64,6,0,1,16,0,3220,20,4599000
126.0,62.0,13.0,96.0,2.4,167,0,0,0,0,0,1,1,0,0,0,0,0,1,117,0.008,0,1,0,0,800,20,800000
153.8,72.6,7.9,141.0,5.7,282,0,0,0,1,0,0,8,0,1,0,0,0,0,64,4,0,2,13,0,3030,20,2799000
127.0,52.0,13.75,105.3,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,117,5,0,1,0.08,0,1800,20,363750
166.0,76.6,9.4,225.0,6.55,268,0,0,0,0,0,0,8,0,0,1,0,0,0,64,4,0,4,48,0,5100,20,4245000
109.0,50.0,14.0,64.0,1.77,300,0,0,0,0,0,1,1,0,0,0,0,0,1,117,5,0,0,0,0,3220,20,349000
163.0,79.2,11.5,204.7,5.99,300,0,0,0,1,0,0,8,0,0,0,0,0,1,32,3,0,1,12,0,4000,20,4100000
122.8,52.0,14.2,55.0,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,117,5,0,1,0.08,0,1000,20,329990
163.7,75.3,8.9,192.0,6.5,270,0,0,1,0,0,0,8,0,0,1,0,0,0,32,3,0,4,0,0,3220,15.0,5700000
161.32,77.8,14.15,265.0,5.5,292,0,0,0,0,0,1,8,0,0,1,0,0,0,64,4,0,2,13,0,3220,20,5149000
100.0,41.0,14.0,80.0,1.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,32,0.032,0,0,0,0,1150,20,335000
120.0,51.0,15.0,100.0,1.8,300,0,1,0,0,0,0,1,0,0,0,0,0,1,32,0.032,0,1,0.3,0,2500,20,400000
120.0,50.0,10.0,80.0,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,32,5,0,1,0,0,3220,20,350000
171.8,80.8,13.6,278.3,6.0,403,0,0,0,0,0,0,1,0,0,1,0,0,0,64,4,0,2,13,0,3220,20,6699000
110.0,47.0,15.0,70.0,5.5,300,0,0,0,0,0,1,1,0,0,0,0,0,1,0.004,5,0,0,0,0,800,20,399000
110.0,50.0,14.0,64.5,1.8,300,0,0,0,0,0,1,1,0,0,0,0,0,1,117,0.064,0,0,20,0,3220,20,349000
135.0,54.0,12.0,93.0,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,117,0.004,0,1,0,0,3220,20,414000
145.5,72.4,9.6,165.0,5.0,196,0,1,0,0,0,0,4,0,0,1,0,0,0,8,1,0,1,5,0,2300,20,2485000
131.5,64.2,7.7,141.0,5.4,476,1,0,0,0,0,0,6,1,0,0,0,0,0,128,4,1,2,12,1,3220,20.0,37250000
158.2,79.4,14.1,238.0,5.4,295,0,1,0,0,0,0,8,0,0,0,1,0,0,64,4,0,2,13,0,4650,10.0,4199000
121.0,51.0,14.0,75.0,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0.008,5,0,1,0,0,800,20,340000
113.5,46.8,14.5,67.0,1.7,300,0,0,0,0,0,1,1,0,0,0,0,0,1,0.004,0.004,0,0,20,0,3220,20,343970
171.8,80.8,13.6,278.3,6.0,403,0,0,0,0,0,0,8,0,0,1,0,0,0,64,6,0,2,12,0,3220,20,7499000
170.47,77.6,8.32,194.0,6.82,259,0,1,0,0,0,0,8,0,0,1,0,0,0,64,4,0,2,13,0,6000,20,4125000
164.8,76.4,8.8,190.0,6.6,267,0,1,0,0,0,0,4,0,0,0,1,0,0,64,4,0,3,13,0,5000,20,3448000
164.0,75.2,8.3,179.0,6.51,270,0,1,0,0,0,0,8,0,0,0,1,0,0,32,3,0,2,13,0,5000,5.0,3485000
166.0,76.6,9.4,211.0,5.5,269,0,0,0,0,1,0,8,0,0,0,0,0,1,32,3,0,2,13,0,4500,20,2800000
164.3,76.1,8.0,182.0,6.51,270,0,1,0,0,0,0,8,0,0,0,1,0,0,64,4,0,2,13,0,5000,15.0,4495000
127.0,53.2,13.2,76.0,2.4,300,0,0,0,0,1,0,1,0,0,0,0,0,1,117,5,0,1,0,0,800,20,469000
156.1,73.7,9.7,178.8,6.1,300,0,1,0,0,0,0,1,0,0,0,0,0,1,32,3,0,3,8,0,3220,20,2920000
164.0,75.9,8.3,187.0,6.58,401,0,1,0,0,0,0,8,0,0,1,0,0,0,128,6,1,3,50,0,5000,18.0,7075000
116.0,50.0,15.0,70.0,1.77,300,0,0,0,0,0,1,1,0,0,0,0,0,1,0.004,5,0,1,0.3,0,800,20,529000
132.0,50.5,13.2,57.7,2.4,300,0,0,0,0,1,0,1,0,0,0,0,0,1,117,5,0,1,0,0,3220,20,469000
130.0,50.0,15.0,75.0,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,0.004,5,0,1,0.3,0,1020,20,649000
138.4,67.3,7.3,148.0,4.7,326,1,0,0,0,0,0,6,1,0,0,0,0,0,64,3,0,1,12,1,3220,18.0,14230000
164.4,75.9,8.6,193.0,6.6,266,0,0,0,1,0,0,8,0,1,0,0,0,0,128,6,1,4,48,0,3220,15.0,8650000
162.3,77.3,9.6,198.0,6.53,395,0,0,0,1,0,0,8,0,1,0,0,0,0,64,4,0,4,48,0,6000,18.0,5100000
120.0,51.0,15.0,100.0,1.8,300,0,0,0,0,0,1,1,0,0,0,0,0,1,32,0.032,0,1,20,0,2500,20,479000
162.2,75.1,9.1,195.0,6.5,405,0,1,0,0,0,0,8,0,0,1,0,0,0,128,8,1,4,48,0,5000,30.0,6500000
162.5,74.8,8.5,185.0,6.5,405,0,1,0,0,0,0,8,0,0,1,0,0,0,128,8,1,3,48,0,5000,18.0,6500000
162.3,77.3,9.6,198.0,6.53,395,0,0,0,1,0,0,8,0,1,0,0,0,0,64,4,0,4,48,0,6000,18.0,4810000
171.82,77.96,8.9,210.0,6.82,263,0,1,0,0,0,0,8,0,0,0,1,0,0,64,4,0,2,13,0,6000,20,3450000
160.6,73.9,8.0,177.0,6.4,411,0,1,0,0,0,0,8,0,0,1,0,0,0,128,8,0,4,64,0,5000,30.0,6200000
128.0,56.0,11.0,90.0,2.8,143,0,1,0,0,0,0,1,0,0,0,0,0,1,32,0.024,0,1,0,0,850,20,700000
162.3,77.3,9.6,198.0,6.53,395,0,0,0,1,0,0,8,0,1,0,0,0,0,64,4,0,4,48,0,6000,18.0,4720000
121.0,50.0,12.0,77.0,2.4,167,0,1,0,0,0,0,1,0,0,0,0,0,1,32,0.024,0,1,0,0,850,20,650000
130.0,50.0,15.0,90.0,2.4,300,0,0,0,0,0,1,1,0,0,0,0,0,1,0.004,5,0,0,0,0,1020,20,599000
151.0,77.0,7.7,167.0,5.2,187,0,1,0,0,0,0,4,0,0,1,0,0,0,8,1,0,1,5,0,2600,20,1420000
164.6,81.2,16.8,323.0,6.1,276,0,1,0,0,0,0,8,0,0,1,0,0,0,128,8,0,3,16,0,8500,25.0,8299000
145.0,73.4,9.8,176.0,5.0,196,0,1,0,0,0,0,4,0,0,1,0,0,0,16,1,0,1,8,0,2000,20,1720000
165.1,76.4,8.8,195.0,6.6,400,0,0,1,0,0,0,8,0,0,1,0,0,0,64,4,0,4,50,0,5000,15.0,4439000
146.7,71.5,7.65,174.0,6.1,460,1,0,0,0,0,0,6,1,0,0,0,0,0,256,4,1,2,12,1,3220,20.0,43300000
178.0,76.8,8.7,178.0,5.5,269,0,0,0,1,0,0,4,0,1,0,0,0,0,64,3,0,2,8,0,4000,20,2810000
151.7,71.2,7.9,169.0,6.2,421,0,0,1,0,0,0,8,0,0,1,0,0,0,128,8,1,3,64,0,4000,25.0,25990000
164.2,76.1,8.1,202.0,6.67,395,0,0,0,1,0,0,8,0,1,0,0,0,0,64,6,1,3,108,0,5000,67.0,6749000
